|set_ru_names|ru_names_town_list
3110|Москва-Саратов|['Саратов']
3111|Мичуринск|['Мичуринск']
3112|Климовск|['Климовск']
3113|Новинки|['Новинки']
3114|Прохладный -Балкария Нальчик |['Прохладный', 'Нальчик']
3115|Ипатово|['Ипатово']
3116|Пески|['Пески']
3117| Пешково|['Пешково']
3118|Усть-Илимск|['Усть-Илимск']
3119|Москва И Железнодорожный|['Москва', 'Железнодорожный']
3120|Железнодорожный Мкр. Павлино Москва|['Железнодорожный', 'Тавлино', 'Москва']
3121|Сосенский|['Сосенский']
3122|Заводоуковск|['Заводоуковск']
3123|П. Безенчук|['Безенчук']
3124|Прокопьевск |['Прокопьевск']
3125|Тёмкин|['Симкин']
3126|Москва Доп.Офис Павелецкое|['Москва', 'Чоп']
3127|Березники|['Березники']
3128|Тольятти .Коммунистической|['Тольятти', 'Коммунистический']
3129|Москва - Кондрово|['Кондрово']
3130|Москва Смоленск|['Москва', 'Смоленск']
3131|Уфимский |['Уфимский']
3132|, По Удельная|['По', 'Удельная']
3133|Пляж Маями|[]
3134|Кемерово Екатеринбург|['Кемерово', 'Екатеринбург']
3135|Екатеринбург|['Екатеринбург']
3136|Лисаковск Москва |['Лисаковск', 'Москва']
3137|Лысково|['Лысково']
3138|Пушкино Мо|['Пушкино']
3139|Фурманов|['Фурманов']
3140|Черемхово |['Черемхово']
3141|Лукоянов|['Лукоянов']
3142|Брянск Москва|['Брянск', 'Москва']
3143|Н-Ск|[]
3144|Выборг Санкт-Петербург|['Выборг', 'Санкт-Петербург']
3145|Москва Видное|['Москва', 'Видное']
3146| Перемышль|['Перемышль']
3147|Ирбит|['Ирбит']
3148|Зато Озерный|['Озерный']
3149|По Октябрьский|['По', 'Октябрьский']
3150|Пермь Чайковский |['Пермь', 'Чайковский']
3151|Вольск|['Вольск']
3152|Киров|['Киров']
3153|Мо Пушкино|['Пушкино']
3154| Кола|['Кола']
3155|Урай Хмао|['Урай']
3156|Г. Черемхово|['Черемхово']
3157|Калуга|['Калуга']
3158|Г Уфа |['Уфа']
3159| Спасск-Дальний|['Спасск-Дальний']
3160|П. Свободный|['Свободный']
3161|Протвино Москва|['Протвино', 'Москва']
3162|Краснодар Россия|['Краснодар']
3163|Тот|[]
3164|Фрязино Г|['Фрязино']
3165|Ххх Рязань|['Малая Рязань']
3166|Ст.Октябрьская|['Октябрьская']
3167| Нахабино Санкт-Петербург |['Нахабино', 'Санкт-Петербург']
3168| П.Ставрово|['Ставрово']
3169|Сарапул|['Сарапул']
3170|Самара Москва|['Самара', 'Москва']
3171|Москва Мытищи|['Москва', 'Мытищи']
3172|Узловая |['Узловая']
3173|Наговорил|[]
3174|Челябинск Плеханова |['Челябинск', 'Плеханова']
3175|Североуральск|['Североуральск']
3176|Ишим|['Ишим']
3177|Кореновск|['Кореновск']
3178|Шафраново|['Шафраново']
3179| Жутово 1 - Е|['Тутово']
3180|Колпино Санкт-Петербург|['Колпино', 'Санкт-Петербург']
3181|Тербуны|['Тербуны']
3182|Новоалтайск|['Новоалтайск']
3183|Котельники Москва|['Котельники', 'Москва']
3184|Саяногорск|['Саяногорск']
3185|Кулунда|['Кулунда']
3186|Раменское Мо|"['""Раменское""']"
3187|Чернушка |['Чернушка']
3188|Саратов Или Москва|['Саратов', 'Или', 'Москва']
3189|Нерехта|['Нерехта']
3190|Хошимин|['Зимин']
3191|Уварово|['Уварово']
3192|Астана Янаул|['Астана', 'Янаул']
3193|Тихвин|['Тихвин']
3194|Москва Фрунзенский Филиал|['Москва', 'Фрунзенский', 'Филиал']
3195|Чемал|['Чемал']
3196|Мoсква|[]
3197|Набережные Челны|['Набережные Челны']
3198|Питкяранта|['Питкяранта']
3199|Ступино|['Ступино']
3200|Одинцово Внииссок|['Одинцово']
3201|Новокузнецк-Новосибирск|['Новосибирск']
3202| П. Москаленки|['Москаленки']
3203|Рыльск|['Рыльск']
3204|Красный Холм|['Красный Холм']
3205|П. Развилка М.|['Развилка']
3206|Фролово|['Фролово']
3207|Азнакаево|['Азнакаево']
3208|Маслянино|['Маслянино']
3209|Химки Мо|['Химки']
3210|Щекино|['Щекино']
3211|Пряжа|['Пряжа']
3212|Влг|[]
3213|Booischot Бельгия Москва|['Москва']
3214|Брянск И Сураж|['Брянск', 'Сураж']
3215|Железногорск Красноярский Кр-Й|['Железногорск-Илимский', 'Красноярский']
3216|Илеза|['Илеза']
3217|Кемерово Кемерово |['Кемерово']
3218|Миньяр|['Миньяр']
3219|Спб.|[]
3220|Арамиль-Екатеринбург|['Екатеринбург']
3221|Рыбинск |['Рыбинск']
3222| Синегорье [Мгд|['Синегорье']
3223|Мо Лобня|['Лобня']
3224|Челябинск И Весь Мир|['Челябинск', 'Весь', 'Мир']
3225|Грязи|['Грязи']
3226|Красный|['Красный']
3227|Биробиджан|['Биробиджан']
3228|Когалым|['Когалым']
3229|Г. Красногорск|['Красногорск']
3230|Пуэрто Принцесса Москва Ростов На Дону|['Москва', 'Ростов', 'Хонуу']
3231|П.Семёновский . |['Семёновский']
3232|Похвистнево|['Похвистнево']
3233|Санкт-Петербург П. Стрельна|['Санкт-Петербург', 'Стрельна']
3234|С Починки Нижний Новгород|['Починки', 'Нижний Новгород']
3235|Саперное|['Саперное']
3236|Хз|[]
3237|Возжаевка-1|[]
3238|Пикалево|['Пикалево']
3239|Первомайский |['Первомайский']
3240|Карелия|[]
3241|Окленд Москва|['Окленд', 'Москва']
3242|Свободный|['Свободный']
3243|Павловский -Посад|['Павловский Посад']
3244|Ульяновск Самара |['Ульяновск', 'Самара']
3245|Бийск|['Бийск']
3246|Баево|['Баево']
3247|Канаш Чувашская |['Канаш', 'Чувашская Сорма']
3248|Москва Кожевническая|['Москва']
3249|Донецк Украина|['Донецк', 'Окраина']
3250|Искитим|['Искитим']
3251| Фершампенуаз|['Фершампенуаз']
3252|Альфа Сити|['Бэй-Сити']
3253|Минск|['Минск']
3254|Артем |['Артем']
3255|Московский С.О. Дер. Картмазово Киевское Шоссе 4 Км От Мкад|['Московский', 'Шин Мер', 'Картмазово', 'Киевское', 'Шоссе']
3256|Осинники|['Осинники']
3257|Кавказская|['Кавказская']
3258|Омутинское|['Омутинское']
3259|Ростов -На -Дону|['Ростов-на-Дону']
3260|Тейково|['Тейково']
3261|Дубинина Галина Владимировна|['Дробинина', 'Галина']
3262|Моздок Осетия-Алания |['Моздок']
3263|Самара Ульяновск|['Самара', 'Ульяновск']
3264|Н Новгород|['Новгород']
3265|Труновское|['Труновское']
3266|Дзержинск |['Дзержинск']
3267|Влг Москва|['Москва']
3268|Торонто|['Торонто']
3269|Усть-Лабинск|['Усть-Лабинск']
3270|Высокий|['Высокий']
3271|Мелитополь Москва|['Мелитополь', 'Москва']
3272|Становой|['Становой']
3273|Таштагол|['Таштагол']
3274|Москва. Точнее Москва|['Москва']
3275|Ст.Новотитаровская|['Новотитаровская']
3276|Пустошка|['Пустошка']
3277|Краснозаводск|['Краснозаводск']
3278|Лыткарино|['Лыткарино']
3279|Наро-Фоминск|['Наро-Фоминск']
3280|Ровно|['Ровно']
3281|Сергиев Посад |['Сергиев Посад']
3282|Дедовск|['Дедовск']
3283|Не Москва|['Москва']
3284|П.Рефтинский|['Рефтинский']
3285|Мква|['Еква']
3286|Москва, Россия|['Москва']
3287|Крaснодaр|[]
3288|Уфа Уфа|['Уфа']
3289|Благовещенск - Владивосток|['Благовещенск']
3290|Гдов|['Гдов']
3291|Алексино|['Алексино']
3292|Сусуман|['Сусуман']
3293|Гусев|['Гусев']
3294|Борисовка|['Борисовка']
3295|Хадыженск|['Хадыженск']
3296|М.О. Г. Подольск|['Подольск']
3297|П. Любучаны|['Любучаны']
3298| Рп Пышма|['Пышма']
3299| С.Матраево|['Матраево']
3300|Воздвиженское|['Воздвиженское']
3301| Королёв|[]
3302|Ярославский|['Ярославский']
3303|Балезино|['Балезино']
3304|Куртамыш|['Куртамыш']
3305|Краснознаменск Москва|['Краснознаменск', 'Москва']
3306|Москва И Таганрог|['Москва', 'Таганрог']
3307|Муромский|['Муромский']
3308|Кизел|['Кизел']
3309|Москва Ветошный Пер|['Москва', 'Шин Мер']
3310|Обухово Ногинский Р-Н|['Обухово', 'Тагинский']
3311|Темрюк|['Темрюк']
3312|Троицк Моск.|['Троицк', 'Лоск']
3313|Москва Фрязино|['Москва', 'Фрязино']
3314|Иркутск|['Иркутск']
3315|Санкт-Петербург - Омск|['Санкт-Петербург']
3316|Пос.Калининец|['Калининец']
3317| Ульяновск |['Ульяновск']
3318|Находка|['Находка']
3319|С Борисовское . Лет Совхоза А|['Борисовское', 'Чет', 'Совхоз № 3']
3320|Санкт-Петербург Торфяная Дор.7|['Санкт-Петербург', 'Торфяная', 'Дор']
3321|Пгт Алексеевское|['Алексеевское']
3322|Атырау Москва|['Атырау', 'Москва']
3323|Ревда Свердловская.|['Ревда', 'Свердловская']
3324|Башкирия Салават|['Салават']
3325|Артем Приморского|['Артем', 'Приморское']
3326|Москва\Мо|['Москва']
3327|Москва Мещанское Отделение|['Москва', 'Мощанское', 'Отделение 5']
3328|Кочубеевское Ставропольского Края|['Кочубеевское', 'Ставропольский', 'Бурая']
3329|Черногорск Москва|['Черногорск', 'Москва']
3330|Ст-Петербург|['Санкт-Петербург']
3331|Юбилейный Моск. Москва|['Юбилейный', 'Лоск', 'Москва']
3332|Воркута Москва|['Воркута', 'Москва']
3333|С.Первомайское |['Первомайское']
3334|Климовск Климовск|['Климовск']
3335|Мытищи М.О.|['Мытищи']
3336|Черноголовка Мо|['Черноголовка']
3337| Вичуга|['Вичуга']
3338|Москва Офис Савеловский |['Москва', 'Гореловский']
3339|Москва От Мясницкая|['Москва']
3340|Кузьмичи|['Кузьмичи']
3341|Зарайск|['Зарайск']
3342|Таганрогский|['Таганрогский']
3343|Москау.|[]
3344|Екат-Г|[]
3345|Омск-Сургут|['Сургут']
3346| Старый Буздяк|['Старый Буздяк']
3347|Североморск|['Североморск']
3348|Москва От Автозаводское|['Москва', 'Крабозаводское']
3349|Омск Новосибирск|['Омск', 'Новосибирск']
3350|Моршанское|['Моршанское']
3351|Няндома Г|['Няндома']
3352|Асимов|['Касимов']
3353|Батайск Ростов-На-Дону|['Батайск', 'Ростов-на-Дону']
3354|Жулебино|['Дулебино']
3355|Лобня Москва |['Лобня', 'Москва']
3356|Дальний Восток|['Дальний', 'Восток']
3357|Нью Йорк|['Йорк']
3358|, Пгт. Рощино|['Лощино']
3359|П. Рощино|['Лощино']
3360|Р П Татищево|['Татищево']
3361|Светлогорск|['Светлогорск']
3362|Ярцево|['Ярцево']
3363|Ижевск Глазов|['Ижевск', 'Глазов']
3364|2-Я Гавриловка|['Гавриловка']
3365|Тугулым|['Тугулым']
3366|Омутнинск|['Омутнинск']
3367|Йошкар-Ола Йошкар-Ола |['Йошкар-Ола']
3368|Пермь |['Пермь']
3369|Сходня|['Сходня']
3370|Москва Чебоксары.|['Москва', 'Чебоксары']
3371|Мыски|['Мыски']
3372|Брянск|['Брянск']
3373|Балаково Самара|['Балаково', 'Самара']
3374| Ефремов|['Ефремов']
3375|Ставрополь |['Ставрополь']
3376|Тольятти|['Тольятти']
3377|Х.Бакланники|['Бакланники']
3378|П. Ягодный Хмао-Югра|['Ягодный', 'Игра']
3379| Викулово|['Викулово']
3380|Волжск-Москва|[]
3381|Зеленоград Ростов-На-Дону |['Зеленоград', 'Ростов-на-Дону']
3382|Санкт Петербург.|['Санкт-Петербург']
3383| Минусинск|['Минусинск']
3384|Ялуторовск|['Ялуторовск']
3385| Палласовка|['Палласовка']
3386|Мундыбаш|['Мундыбаш']
3387|Гурьевск|['Гурьевск']
3388|Сапожок|['Сапожок']
3389|Нелидово|['Нелидово']
3390|Ржев|['Ржев']
3391|Москва Химки |['Москва', 'Химки']
3392|Ммс|['Думс']
3393|Петропавловск Камчатский|['Петропавловск-Камчатский']
3394|Валуйки|['Валуйки']
3395|Белев|['Белев']
3396|Топчиха|['Топчиха']
3397| Ст. Васюринская Краснодар|['Васюринская', 'Краснодар']
3398|Ст. Динская|['Убинская']
3399|Протвино Моск.|['Протвино', 'Лоск']
3400|Камское Устье|['Камское Устье']
3401|Краснодар Санкт-Петербург|['Краснодар', 'Санкт-Петербург']
3402| Михайловское|['Михайловское']
3403|Бердск Новосибирск|['Бердск', 'Новосибирск']
3404| Не Имеет Значения|[]
3405|Железногорск Москва|[' Железногорск', 'Москва']
3406|Калининская|['Калининская']
3407|Москва Стойка Траст В Тц Домодедовский|['Москва', 'Стойка', 'Ляхи']
3408|Шуя|['Шуя']
3409|Евпатория|['Евпатория']
3410|Отделение Проспект|['Отделение 5', 'Маунт-Проспект']
3411|Волжск - Москва Йошкар-Ола|['Йошкар-Ола']
3412|Тверь|['Тверь']
3413|Новошахтинск|['Новошахтинск']
3414|Удомля|['Удомля']
3415| Станица Тбилисская|['Старая Станица', 'Тбилисская']
3416|Черкассы|['Черкассы']
3417|Переяславка|['Переяславка']
3418|Ефремов |['Ефремов']
3419|Саратов|['Саратов']
3420|Сысерть |['Сысерть']
3421|Жигулёвск|['Севск']
3422| С.Заветное|['Заветное']
3423|Анжеро-Судженск|['Анжеро-Судженск']
3424|Владивосток Владивосток|['Владивосток']
3425|Балей|['Балей']
3426|Москва Тамбов|['Москва', 'Тамбов']
3427|Полевской|['Полевской']
3428|Москва Калининград|['Москва', 'Калининград']
3429|Москва Кутузовский|['Москва', 'Кутузовский']
3430|Сочи Самара|['Сочи', 'Самара']
3431|Понравилась Электронная Очередь В Сбере|['Бередь']
3432|Киргиз-Мияки|['Киргиз-Мияки']
3433|Дагестанские Огни|['Дагестанские Огни']
3434|Баймак|['Баймак']
3435|Аскарово Уфа |['Аскарово', 'Уфа']
3436|Межозерный|['Межозерный']
3437|Верещагино|['Верещагино']
3438|Кутулик|['Кутулик']
3439|Спасск-Рязанский|['Спасск-Рязанский']
3440|Эльбан Хабаровского Края|['Эльбан', 'Тамаровского', 'Бурая']
3441|Лен. Г. Всеволожск|['Всеволожск']
3442|Гатчина |['Гатчина']
3443|Малые Дербеты|['Малые Дербеты']
3444|Монино|['Монино']
3445|Мо По Дружба|['Дружба']
3446|Таганрог|['Таганрог']
3447|Пок При Станции Качалино|['Ямок', 'Эри', 'Качалино']
3448| Пгт.Новокручининский|['Новокручининский']
3449|Ленинск-Кузнецкий|['Ленинск-Кузнецкий']
3450|Советский Хмао-Югра|['Советский Дар', 'Игра']
3451|Пересвет|['Пересвет']
3452|Ульяновск|['Ульяновск']
3453|Железноводск Иноземцево|['Железноводск', 'Иноземцево']
3454|Волгоград Краснодар|['Волгоград', 'Краснодар']
3455|П. Нейво-Рудянка|['Нейво-Рудянка']
3456|Х. Погожев|['Погожев']
3457|Москва Преображенская|['Москва', 'Преображенская']
3458|Набережные Челны Москва|['Набережные Челны', 'Москва']
3459|По Лесной|['По', 'Лесной']
3460|Горбатов|['Горбатов']
3461|Балашов|['Балашов']
3462|Троицк|['Троицк']
3463| Ивская|['Нивская']
3464|Пгт. Славянка Приморского Края|['Славянка', 'Приморское', 'Бурая']
3465|Орел Москва|['Орел', 'Москва']
3466|Завитинск|['Завитинск']
3467|Москва-Долгопрудный|['Долгопрудный']
3468|Петровский|['Петровский']
3469|Китай Провинция Цзянсу Нанкин|['Нанкин']
3470|Теберда|['Теберда']
3471|По Черкизово|['По', 'Черкизово']
3472|Кушкин|['Пушкин']
3473|Новороссийск|['Новороссийск']
3474|Таиланд|[]
3475|Пок Зверосовхоз|['Зверосовхоз']
3476|Новосибирск Новосибирск|['Новосибирск']
3477|Юрга |['Юрга']
3478|Лагань|['Лагань']
3479|Лениногорск |['Лениногорск']
3480|Д Х Жуковка|['Жуковка']
3481|Полтавская|['Полтавская']
3482|Новороссийск Краснодарского Края|['Новороссийск', 'Краснодарское', 'Бурая']
3483|Ртищево|['Ртищево']
3484|Москва Отделение На Валовой|['Москва', 'Отделение 5']
3485|Париж|['Париж']
3486|Саранск |['Саранск']
3487|Поронайск|['Поронайск']
3488|Москва Отделение На Пятницкой|['Москва', 'Отделение 5', 'Пятницкий Яр']
3489|Балаково |['Балаково']
3490|Подмосковья|[]
3491|Чебоксары Чувашской блики|['Чебоксары', 'Чувашские Тимяши', 'Олики']
3492|Прага|['Прага']
3493|Кисловодск Ставрополь |['Кисловодск', 'Ставрополь']
3494|Частые |['Частые']
3495|Дер. Расулево |['Расулево']
3496|Кубань|['Кубань']
3497|Костромская|['Костромская']
3498|Белая Холуница|['Белая Холуница']
3499|Усолье - Сибирское|['Усолье-Сибирское']
3500|Пак Юбилейный|['Пак', 'Юбилейный']
3501|Дудинка|['Дудинка']
3502|Киев|['Киев']
3503|Спб Москва|['Москва']
3504|Утрехт|['Утрехт']
3505|Крюково|['Крюково']
3506|Коммунар|['Коммунар']
3507|Москва Тверь|['Москва', 'Тверь']
3508|Вел.Новгород|['Новгород']
3509|Эртиль|['Эртиль']
3510|Москва-Белгород|['Белгород']
3511|Москва Отделение Банка В Марьино|['Москва', 'Отделение 5', 'Харьино']
3512| Собинка|['Собинка']
3513|Ивантеевка|['Ивантеевка']
3514|Нижний Новгород Г|['Нижний Новгород']
3515|Озёрный|['Озёрный']
3516|Амурск |['Амурск']
3517|Открытие|[]
3518|Ита |['Изта']
3519|Лабинск|['Лабинск']
3520|С-Петербург Офис Василеостровский|['Санкт-Петербург']
3521|Карпищево|['Карпищево']
3522|Мильково|['Мильково']
3523|С.Зимовники |['Зимовники']
3524|Ость|[]
3525|Екатеринбург-Дубай.|['Екатеринбург']
3526|Свердловское|['Свердловское']
3527|Курчатов|['Курчатов']
3528|Сергиев Посад Москва|['Сергиев Посад', 'Москва']
3529|Рп.Пречистое|['Пречистое']
3530|Хабаровск Хабаровск|['Хабаровск']
3531| Геленджик|['Геленджик']
3532|С.Парабель|['Парабель']
3533|Фрязино|['Фрязино']
3534|Рудногорск |['Рудногорск']
3535|Сухой Лог|['Сухой Лог']
3536|Оричи|['Оричи']
3537|Глазов|['Глазов']
3538|Россия Орск Россия|['Орск']
3539|Лев Толстой|['Лев Толстой']
3540|Берёзовский|['Берёзовский']
3541|Боготол Новосибирск|['Боготол', 'Новосибирск']
3542|Назарово|['Назарово']
3543| Кунашак|['Кунашак']
3544|Мирный Саха Якутия|['Мирный', 'Саха']
3545|Агроном|['Агроном']
3546|Cамара|['Самара']
3547|Туапсе-Краснодар-Ростов|['Краснодар']
3548|Полярный|['Полярный']
3549|Ст. Отрадная |['Отрадная']
3550|Куеда|['Куеда']
3551|Льгов|['Льгов']
3552| Жуковский|['Жуковский']
3553|Павлодар|['Павлодар']
3554|Обнинск Г|['Обнинск']
3555|Владикавказ-Москва|['Владикавказ']
3556|Москва Митино|['Москва', 'Митино']
3557|Нефтегорск|['Нефтегорск']
3558|П.Уршельский|['Уршельский']
3559|Пушкино Моск. |['Пушкино', 'Лоск']
3560|Озёрск|['Арск']
3561|Обнинск |['Обнинск']
3562|Медногорск|['Медногорск']
3563|Верхняя - Пышма|['Верхняя Ушма']
3564|Петропавловск-Камчатский|['Петропавловск-Камчатский']
3565|Тамбов На Данный Момент Живу В Москве|['Тамбов', 'Банный']
3566|Балакирево|['Балакирево']
3567|Москва Люберцы|['Москва', 'Люберцы']
3568|Новосибирск-Новокузнецк|['Новокузнецк']
3569|Столичбург|[]
3570|Санкт-Петербург Колпино|['Санкт-Петербург', 'Колпино']
3571|Котово|['Котово']
3572|С.Куриловка|['Чуриловка']
3573|Чехов Москва|['Чехов', 'Москва']
3574|Гаджиево|['Гаджиево']
3575|М.О|[]
3576|Москва Войковский Фил.|['Москва', 'Войковский', 'Пил']
3577|Грайвороновская|['Вороновская']
3578|Починок|['Починок']
3579|Муравленко|['Муравленко']
3580|Санкт-Петербург Луга Санкт-Петербург |['Санкт-Петербург', 'Луга', 'Санкт-Петербург']
3581| Саввушка Змеиногорского Р-На|['Саввушка']
3582|Елабуга|['Елабуга']
3583|Новодвинск|['Новодвинск']
3584|Строитель|['Строитель']
3585|Приморский|['Приморский']
3586|Советская Гавань |['Советская Гавань']
3587|Людиново|['Людиново']
3588|Усинск|['Усинск']
3589|Воскресенка|['Воскресенка']
3590|Красавино|['Красавино']
3591|Каменск-Шахтинский|['Каменск-Шахтинский']
3592| Минск|['Минск']
3593|Красноармейск |['Красноармейск']
3594|Железнодорожный Москва|['Железнодорожный', 'Москва']
3595|Омск. Офис . 2|['Омск']
3596|Санкт-Петербург .Марата|['Санкт-Петербург', 'Тарата']
3597|Москва Московский|['Москва', 'Московский']
3598|Артем Приморского Края|['Артем', 'Приморское', 'Бурая']
3599| Петропавловское|['Петропавловское']
3600|Казань -Москва - Дубай|[]
3601|Зеленоград Москва|['Зеленоград', 'Москва']
3602|Москва - Астрахань|['Астрахань']
3603|Ст.Северская |['Северская']
3604|Красногорск М.О.|['Красногорский']
3605|Ростов-На-Дону Москва|['Ростов-на-Дону', 'Москва']
3606| Новичиха Москва |['Новичиха', 'Москва']
3607|Восход|['Восход']
3608|Рыбинск Ярославль |['Рыбинск', 'Ярославль']
3609|Москва Одинцово|['Москва', 'Одинцово']
3610|Дзержинск.|['Дзержинск']
3611|Лесозаводск|['Лесозаводск']
3612|Кашин|['Кашин']
3613|Пгт. Яблоновский|['Яблоновский']
3614|С.Ключи|['Ключи']
3615|Томск Новосибирск |['Томск', 'Новосибирск']
3616|Климовск |['Климовск']
3617|Санкт-Петербург Санкт-Петербург|['Санкт-Петербург']
3618|Х. Харьковский|['Харьковский']
3619|Орехово-Зуево Москва|['Орехово-Зуево', 'Москва']
3620|Солнечный|['Солнечный']
3621|Рогачево|['Рогачево']
3622|П.Разумное|['Разумное']
3623| Манилы|['Манилы']
3624|Белая Калитва|['Белая Калитва']
3625|Кромы|['Кромы']
3626|Пионерский|['Пионерский']
3627|Кандры |['Кандры']
3628|Ветлуга|['Ветлуга']
3629|Н. Новгород|['Новгород']
3630|Обнинск|['Обнинск']
3631|Уфа |['Уфа']
3632|Москва Г|['Москва']
3633|Таловая|['Таловая']
3634|Г Новосибирск|['Новосибирск']
3635|Великие Луки |['Великие Луки']
3636|Оренбург Самара|['Оренбург', 'Самара']
3637|Санкт-Петербург Онлайн Чат|['Санкт-Петербург', 'Блайн']
3638|Ст.Каневская|['Паневская']
3639|Днепропетровск|['Днепропетровск']
3640|Приват|[]
3641|Каневская|['Каневская']
3642|Промышленная|['Промышленная']
3643|Куровское|['Куровское']
3644|Муезерский|['Муезерский']
3645|Москва Дмитров|['Москва', 'Дмитров']
3646|Арсеньев|['Арсеньев']
3647|Остров|['Остров']
3648|Фрязино Московская.|['Фрязино', 'Московская']
3649|Полазна|['Полазна']
3650|Большеречье|['Большеречье']
3651|Запорожье Москва |['Запорожье', 'Москва']
3652|Уотербери|[]
3653|С.-Петербург|['Санкт-Петербург']
3654|Ижевск Ижевск |['Ижевск']
3655|Суземка|['Суземка']
3656|Октябрьский |['Октябрьский']
3657|Манежная Площадь|['Снежная', 'Площадь']
3658|Ахтубинск|['Ахтубинск']
3659|Джанкой|['Джанкой']
3660| Г. Волгодонск|['Волгодонск']
3661|Кола|['Кола']
3662|Котельнич|['Котельнич']
3663|Майский|['Майский']
3664|Асбест|['Асбест']
3665|Башмаково|['Башмаково']
3666|Зеленодольск|['Зеленодольск']
3667|Перманент|[]
3668|Бичура|['Бичура']
3669|Пушкино М О|['Пушкино']
3670|Прохладный Кбр|['Прохладный']
3671| Гагино|['Гагино']
3672| Ивашково|['Ивашково']
3673|Кызыл|['Кызыл']
3674| Губкин|['Губкин']
3675|Лермонтов Пятигорск |['Лермонтов', 'Пятигорск']
3676|Гнезно|['Гнезно']
3677|Александров Владимир|['Александров', 'Владимир']
3678|Усть-Илимск |['Усть-Илимск']
3679|Ракитное|['Ракитное']
3680|Самара-Новокуйбышевск|['Новокуйбышевск']
3681|Новокузнецк.|['Новокузнецк']
3682|Железногорск - Красноярск|['Железногорск']
3683|Тюмень Москва|['Тюмень', 'Москва']
3684| П. Рудня|['Рудня']
3685|Павловская Слобода|['Павловская Слобода']
3686|Свердл.|[]
3687|Электроугли|['Электроугли']
3688|Якутск|['Якутск']
3689|Выкса |['Выкса']
3690|Волоконовка|['Волоконовка']
3691|Костомукша|['Костомукша']
3692|Городец|['Городец']
3693|Москва Бутово|['Москва', 'Бутово']
3694|Игрим|['Игрим']
3695|Никель|['Никель']
3696|Улан-Удэ |['Улан-Удэ']
3697|Башкортостан|['Башкортостан']
3698|Васильчуки |['Васильчуки']
3699|Пок Горки-|['Ямок']
3700|Челябинск Москва|['Челябинск', 'Москва']
3701|Белоозерский|['Белоозерский']
3702|Рп Глушково|['Глушково']
3703| По Нахабино|['По', 'Нахабино']
3704|Шали|['Шали']
3705|Оболенск|['Оболенск']
3706|Зеленодольск |['Зеленодольск']
3707|Александровск-Сахалинский|['Александровск-Сахалинский']
3708|Туймазы|['Туймазы']
3709| Всеволожск|['Всеволожск']
3710|Энем|['Энем']
3711| Северск|['Северск']
3712|Куртамыш Курган|['Куртамыш', 'Курган']
3713|Буинск|['Буинск']
3714|Хабаровск |['Хабаровск']
3715|Эгвекинот|['Эгвекинот']
3716|Петербург-Москва|[]
3717|Петровск-Забайкальский Чита|['Петровск-Забайкальский', 'Чита']
3718|Доп.Отделения На Кутузовском Москва |['Чоп', 'Отделения N 3 ОПХ КНИИСХ', 'Кутузовское', 'Москва']
3719|Жаворонки|['Жаворонки']
3720|Белоусово|['Белоусово']
3721|… Или Другой Населенный Пункт|['Или', 'Новый Пункт']
3722| Лиски|['Лиски']
3723| Балашиха|['Балашиха']
3724|Тавричанка Владивосток|['Тавричанка', 'Владивосток']
3725|Дмитровский Р-Н|['Дмитровский Клин']
3726| .Посёлок Солнечный|['Солнечный']
3727|Повсеместно|[]
3728|Еманжелинск|['Еманжелинск']
3729|Оноха|[]
3730|Эльхотово|['Эльхотово']
3731|Москва-Питер|[]
3732|Зеленоград|['Зеленоград']
3733|Мирный Якутия|['Мирный']
3734|Сергиев- Посад|['Сергиев Посад']
3735|Себеж|['Себеж']
3736|Пгт Монино|['Монино']
3737|Где-То В Поездке По России Москва|['По', 'Москва']
3738|Москва Уфа |['Москва', 'Уфа']
3739|Краснодар \ Москва|['Краснодар', 'Москва']
3740|Москва До Отрадное|['Москва', 'Отрадное']
3741|Трёхгорный|['Загорный']
3742|Шелаболиха|['Шелаболиха']
3743|Ст. Октябрьская|['Октябрьская']
3744| Песчанокопское|['Песчанокопское']
3745|Кумертау|['Кумертау']
3746|Озерск |['Озерск']
3747| Смоленск |['Смоленск']
3748|Димитровград|['Димитровград']
3749|Завьялово|['Завьялово']
3750|Москва Прошло Четыре Рабочих Дня|['Москва']
3751|Казань Ульяновск|['Казань', 'Ульяновск']
3752|Соль-Илецк|['Соль-Илецк']
3753|П. Большеречье|['Большеречье']
3754|Сергиев Посад Сергиев Посад |['Сергиев Посад']
3755|Пак Новосергиевка|['Пак', 'Новосергиевка']
3756|Рт Нижнекамск|['Нижнекамск']
3757|Саскылах|['Саскылах']
3758|Лыткарино Москва|['Лыткарино', 'Москва']
3759|Мензелинск|['Мензелинск']
3760|Спб|[]
3761|Лондон|['Лондон']
3762|Павловский Посад Москва |['Павловский Посад', 'Москва']
3763|Чулым|['Чулым']
3764|Нефтекумск|['Нефтекумск']
3765|Таиланд Пхукет Москва |['Москва']
3766|Кяхта|['Кяхта']
3767|Кито Эквадор|['Кито']
3768| Троицкое|['Троицкое']
3769|С.Аскарово|['Аскарово']
3770|Артём|[]
3771|Кукмор|['Кукмор']
3772|Подольск Москва |['Подольск', 'Москва']
3773|Бодайбо|['Бодайбо']
3774|Мариинский Посад|['Мариинский Посад']
3775|Санкт-Петербург Рф|['Санкт-Петербург']
3776|Варна|['Варна']
